id,weight,fat,type,price,outlet
FDU27,18.6,Regular,Meat,49.5376,Supermarket Type1
FDS58,,Regular,Snack Foods,158.9578,Supermarket Type3
NCU29,7.685,Low Fat,Health and Hygiene,144.576,Supermarket Type1
FDJ57,7.42,Regular,Seafood,186.0582,Supermarket Type1
FDL56,14.1,Low Fat,Fruits and Vegetables,86.5198,Supermarket Type1
FDH60,19.7,Regular,Baking Goods,195.611,Supermarket Type1
FDN24,14.1,Low Fat,Baking Goods,53.7956,Supermarket Type2
FDD02,16.6,Low Fat,Canned,120.3124,Supermarket Type1
FDP15,15.2,Low Fat,Meat,258.233,Supermarket Type1
FDB28,,LF,Dairy,197.6426,Supermarket Type3
DRC49,8.67,Low Fat,Soft Drinks,144.6128,Supermarket Type1
NCG30,20.2,Low Fat,Household,123.5046,Supermarket Type2
FDJ14,10.3,reg,Canned,79.396,Supermarket Type1
FDL52,6.635,Regular,Frozen Foods,37.0506,Supermarket Type1
NCG19,,Low Fat,Household,234.1616,Supermarket Type3
NCN41,17,Low Fat,Health and Hygiene,123.673,Supermarket Type1
FDW22,9.695,Regular,Snack Foods,223.4114,Supermarket Type1
FDI02,15.7,Regular,Canned,112.1202,Supermarket Type1
FDV51,16.35,Low Fat,Meat,165.0842,Supermarket Type1
FDV48,9.195,Regular,Baking Goods,79.6644,Supermarket Type1
NCL17,,Low Fat,Health and Hygiene,141.2812,Grocery Store
FDP46,15.35,LF,Snack Foods,89.383,Supermarket Type1
FDU10,10.1,Regular,Snack Foods,35.7848,Supermarket Type1
FDT37,14.15,Low Fat,Canned,256.4014,Grocery Store
FDI27,8.71,Regular,Dairy,46.7744,Supermarket Type1
FDN51,17.85,Regular,Meat,261.3936,Supermarket Type1
FDW07,18,Regular,Fruits and Vegetables,87.3514,Supermarket Type1
FDN45,19.35,Low Fat,Snack Foods,223.7088,Supermarket Type1
DRN37,,Low Fat,Soft Drinks,166.0158,Supermarket Type3
DRF48,5.73,Low Fat,Soft Drinks,188.1898,Supermarket Type1
FDP38,,Low Fat,Canned,51.3008,Grocery Store
NCX18,,Low Fat,Household,196.111,Supermarket Type3
FDK45,11.65,Low Fat,Seafood,114.786,Supermarket Type2
FDZ37,8.1,Regular,Canned,86.5198,Supermarket Type1
FDS50,17,Low Fat,Dairy,223.7114,Supermarket Type2
NCR54,16.35,Low Fat,Household,195.711,Supermarket Type2
NCS17,18.6,Low Fat,Health and Hygiene,94.5436,Supermarket Type1
FDV31,9.8,Low Fat,Fruits and Vegetables,178.337,Supermarket Type1
DRE27,11.85,Low Fat,Dairy,96.0726,Supermarket Type1
FDN60,15.1,Low Fat,Baking Goods,159.6604,Supermarket Type1
FDK26,5.46,Regular,Canned,185.124,Supermarket Type1
FDX37,16.2,LF,Canned,100.37,Supermarket Type2
FDW31,11.35,Regular,Fruits and Vegetables,197.6742,Supermarket Type1
FDX26,17.7,Low Fat,Dairy,183.8292,Supermarket Type2
DRL49,,Low Fat,Soft Drinks,142.2812,Grocery Store
FDU49,19.5,Regular,Canned,86.454,Supermarket Type1
FDY58,11.65,Low Fat,Snack Foods,228.7694,Supermarket Type1
FDN03,9.8,Regular,Meat,248.6408,Supermarket Type1
NCV06,11.3,Low Fat,Household,192.2478,Grocery Store
FDH53,20.5,Regular,Frozen Foods,82.7592,Supermarket Type1
FDG31,12.15,Low Fat,Meat,65.9826,Supermarket Type2
NCC06,19,Low Fat,Household,129.1336,Supermarket Type1
FDS13,6.465,Low Fat,Canned,266.0884,Supermarket Type1
FDP16,18.6,Low Fat,Frozen Foods,246.8802,Supermarket Type1
FDA35,14.85,Regular,Baking Goods,121.0072,Supermarket Type1
DRP47,15.75,Low Fat,Hard Drinks,253.8382,Supermarket Type2
FDY28,7.47,Regular,Frozen Foods,214.8218,Grocery Store
FDY20,12.5,Regular,Fruits and Vegetables,90.9488,Supermarket Type1
NCH30,17.1,Low Fat,Household,111.486,Supermarket Type1
NCR29,,Low Fat,Health and Hygiene,56.793,Grocery Store
NCP05,19.6,Low Fat,Health and Hygiene,149.8024,Supermarket Type1
NCF30,,Low Fat,Household,124.8362,Grocery Store
FDA08,11.85,Regular,Fruits and Vegetables,165.6526,Supermarket Type1
FDN51,,reg,Meat,260.5936,Supermarket Type3
FDH12,9.6,Low Fat,Baking Goods,107.028,Supermarket Type1
FDY39,5.305,Regular,Meat,182.1608,Supermarket Type1
NCO53,16.2,Low Fat,Health and Hygiene,183.6608,Supermarket Type1
FDB40,17.5,Regular,Dairy,145.7102,Supermarket Type1
FDH02,7.27,Regular,Canned,89.6488,Supermarket Type1
FDY11,,Regular,Baking Goods,64.1142,Supermarket Type3
FDQ09,,Low Fat,Snack Foods,113.6834,Grocery Store
FDP16,18.6,Low Fat,Frozen Foods,247.2802,Supermarket Type1
NCF55,6.675,Low Fat,Household,34.1874,Supermarket Type2
FDY09,,Low Fat,Snack Foods,176.7054,Supermarket Type3
FDY39,5.305,Regular,Meat,182.0608,Supermarket Type1
NCU53,5.485,Low Fat,Health and Hygiene,163.9842,Supermarket Type1
NCT41,15.7,Low Fat,Health and Hygiene,152.1024,Supermarket Type1
FDJ45,17.75,Low Fat,Seafood,35.9216,Supermarket Type1
FDR28,13.85,Regular,Frozen Foods,163.421,Supermarket Type1
FDN08,7.72,Regular,Fruits and Vegetables,118.7466,Supermarket Type1
FDJ07,7.26,Low Fat,Meat,114.515,Supermarket Type1
FDZ09,,Low Fat,Snack Foods,164.4868,Supermarket Type3
FDQ14,9.27,Low Fat,Dairy,150.605,Supermarket Type1
FDY12,,reg,Baking Goods,50.5008,Supermarket Type3
FDK57,10.195,Low Fat,Snack Foods,120.844,Supermarket Type1
FDD20,14.15,Low Fat,Fruits and Vegetables,123.3046,Supermarket Type1
FDS36,8.38,Regular,Baking Goods,111.357,Supermarket Type2
FDI40,11.5,Regular,Frozen Foods,102.5358,Supermarket Type1
FDJ40,13.6,Regular,Frozen Foods,110.3912,Supermarket Type1
FDE08,18.2,Low Fat,Fruits and Vegetables,147.1734,Supermarket Type1
DRK01,7.63,Low Fat,Soft Drinks,96.0436,Supermarket Type1
FDC58,10.195,Low Fat,Snack Foods,43.2428,Supermarket Type1
FDE50,19.7,Regular,Canned,188.8556,Supermarket Type1
FDX48,17.75,Regular,Baking Goods,152.7656,Supermarket Type1
DRM35,9.695,Low Fat,Hard Drinks,178.0344,Supermarket Type2
FDG41,8.84,Regular,Frozen Foods,108.9228,Supermarket Type1
FDB52,17.75,Low Fat,Dairy,255.9672,Supermarket Type1
FDV19,14.85,Regular,Fruits and Vegetables,158.5578,Supermarket Type1
DRG48,5.78,Low Fat,Soft Drinks,144.7102,Supermarket Type1
FDI26,5.94,Low Fat,Canned,180.4344,Supermarket Type1
FDU11,,Low Fat,Breads,121.2098,Grocery Store
FDF59,,Low Fat,Starchy Foods,128.102,Grocery Store
FDR07,21.35,Low Fat,Fruits and Vegetables,97.0094,Supermarket Type1
NCE06,5.825,Low Fat,Household,161.8894,Supermarket Type1
FDE10,6.67,Regular,Snack Foods,132.6626,Supermarket Type1
NCO55,12.8,Low Fat,Others,108.9938,Supermarket Type1
FDZ13,7.84,Regular,Canned,51.035,Supermarket Type1
FDT50,6.75,reg,Dairy,96.8752,Supermarket Type1
FDH12,9.6,Low Fat,Baking Goods,105.728,Grocery Store
FDD21,10.3,Regular,Fruits and Vegetables,116.4176,Supermarket Type1
NCM05,6.825,Low Fat,Health and Hygiene,263.2226,Supermarket Type1
FDK04,7.36,Low Fat,Frozen Foods,59.2588,Supermarket Type1
FDN33,6.305,reg,Snack Foods,96.3436,Supermarket Type1
NCM18,13,Low Fat,Household,62.9194,Grocery Store
DRC25,5.73,Low Fat,Soft Drinks,85.4882,Supermarket Type1
FDT47,5.26,Regular,Breads,96.4068,Supermarket Type1
FDD45,,Low Fat,Fruits and Vegetables,96.0436,Supermarket Type3
NCD07,9.1,Low Fat,Household,114.1518,Supermarket Type2
NCY54,8.43,Low Fat,Household,174.2422,Grocery Store
FDL12,15.85,Regular,Baking Goods,60.722,Supermarket Type1
FDL02,20,Regular,Canned,105.2622,Supermarket Type1
FDC60,5.425,Regular,Baking Goods,90.3514,Supermarket Type1
FDR37,16.5,Regular,Breakfast,180.9292,Supermarket Type1
FDY16,18.35,Regular,Frozen Foods,184.6266,Supermarket Type1
FDU26,16.7,Regular,Dairy,120.2782,Supermarket Type1
FDN24,14.1,LF,Baking Goods,52.9956,Supermarket Type1
FDH44,19.1,Regular,Fruits and Vegetables,149.0418,Supermarket Type1
FDE23,17.6,Regular,Starchy Foods,46.506,Grocery Store
FDW60,5.44,Regular,Baking Goods,176.037,Supermarket Type1
FDQ55,13.65,Regular,Fruits and Vegetables,116.3834,Supermarket Type1
FDV32,,Low Fat,Fruits and Vegetables,62.051,Supermarket Type3
FDV03,17.6,Low Fat,Meat,156.0314,Grocery Store
FDY14,10.3,Low Fat,Dairy,266.2226,Grocery Store
NCL55,,Low Fat,Others,253.504,Supermarket Type3
DRF25,9,Low Fat,Soft Drinks,38.619,Supermarket Type1
FDX03,15.85,Regular,Meat,44.6744,Supermarket Type1
FDF40,20.25,Regular,Dairy,247.7092,Supermarket Type1
FDX24,8.355,low fat,Baking Goods,91.2462,Grocery Store
FDA25,16.5,Regular,Canned,102.899,Supermarket Type1
FDH21,10.395,Low Fat,Seafood,158.6604,Supermarket Type2
FDB47,8.8,Low Fat,Snack Foods,210.5612,Grocery Store
FDT34,,Low Fat,Snack Foods,105.5964,Grocery Store
FDS39,6.895,low fat,Meat,140.8812,Grocery Store
NCU05,11.8,Low Fat,Health and Hygiene,78.5618,Supermarket Type1
FDE02,8.71,Low Fat,Canned,93.6778,Supermarket Type1
FDL25,6.92,Regular,Breakfast,91.2804,Supermarket Type1
FDC50,15.85,Low Fat,Canned,94.1094,Supermarket Type1
FDZ32,7.785,Regular,Fruits and Vegetables,106.5964,Supermarket Type1
FDV14,19.85,Low Fat,Dairy,86.9856,Supermarket Type1
FDR07,21.35,Low Fat,Fruits and Vegetables,96.9094,Supermarket Type1
FDB26,14,Regular,Canned,52.564,Supermarket Type1
NCR50,20.2,Low Fat,Household,152.534,Supermarket Type1
FDP01,20.75,Regular,Breakfast,153.7682,Supermarket Type2
FDH57,10.895,Low Fat,Fruits and Vegetables,130.5284,Supermarket Type1
FDM60,,Regular,Baking Goods,39.8138,Supermarket Type3
FDA45,21.25,Low Fat,Snack Foods,174.537,Supermarket Type1
FDU55,16.2,Low Fat,Fruits and Vegetables,258.8278,Supermarket Type1
FDH40,11.6,Regular,Frozen Foods,83.1276,Supermarket Type1
FDG40,,Low Fat,Frozen Foods,33.2558,Grocery Store
FDT12,6.215,Regular,Baking Goods,223.9062,Supermarket Type1
DRL59,16.75,Low Fat,Hard Drinks,53.2298,Supermarket Type1
FDT47,5.26,Regular,Breads,98.8068,Supermarket Type2
FDI60,7.22,Regular,Baking Goods,64.951,Supermarket Type1
DRF51,,Low Fat,Dairy,37.6506,Supermarket Type3
NCK31,10.895,LF,Others,50.6666,Supermarket Type1
FDB08,6.055,Low Fat,Fruits and Vegetables,160.1578,Supermarket Type1
FDM44,12.5,Low Fat,Fruits and Vegetables,101.799,Supermarket Type1
FDD46,6.035,Low Fat,Snack Foods,152.4998,Supermarket Type2
FDR27,,Regular,Meat,130.4942,Grocery Store
FDV56,16.1,Regular,Fruits and Vegetables,108.8596,Grocery Store
FDM02,12.5,Regular,Canned,86.3198,Supermarket Type1
FDU45,15.6,Regular,Snack Foods,112.9518,Supermarket Type2
FDZ10,17.85,Low Fat,Snack Foods,125.402,Supermarket Type1
NCK31,10.895,Low Fat,Others,50.2666,Grocery Store
FDR27,15.1,Regular,Meat,134.2942,Supermarket Type1
FDF33,7.97,Low Fat,Seafood,108.2596,Supermarket Type1
FDJ36,14.5,Regular,Baking Goods,104.1332,Supermarket Type1
FDP33,18.7,Low Fat,Snack Foods,254.8672,Supermarket Type1
FDG17,6.865,Regular,Frozen Foods,245.0486,Supermarket Type1
FDG47,,Low Fat,Starchy Foods,263.5252,Supermarket Type3
NCW29,14,Low Fat,Health and Hygiene,128.431,Supermarket Type1
DRH59,10.8,Low Fat,Hard Drinks,72.238,Supermarket Type1
FDR32,6.78,Regular,Fruits and Vegetables,229.3694,Supermarket Type1
FDP48,7.52,Regular,Baking Goods,181.795,Supermarket Type1
FDG17,6.865,Regular,Frozen Foods,244.7486,Supermarket Type1
DRJ59,11.65,Low Fat,Hard Drinks,40.1164,Supermarket Type1
FDY48,,Low Fat,Baking Goods,103.3332,Supermarket Type3
FDB02,9.695,Regular,Canned,175.237,Supermarket Type1
FDN10,,Low Fat,Snack Foods,118.0124,Grocery Store
NCD55,14,Low Fat,Household,41.9454,Supermarket Type1
FDX34,6.195,Low Fat,Snack Foods,121.9098,Supermarket Type1
FDZ38,17.6,Low Fat,Dairy,170.8422,Supermarket Type1
DRF37,17.25,Low Fat,Soft Drinks,262.291,Supermarket Type1
DRL47,,Low Fat,Hard Drinks,124.6362,Grocery Store
FDL27,6.17,Low Fat,Meat,64.0826,Supermarket Type1
NCP53,14.75,Low Fat,Health and Hygiene,236.5906,Supermarket Type1
FDT03,,Low Fat,Meat,184.0608,Grocery Store
FDJ28,12.3,LF,Frozen Foods,191.8162,Supermarket Type1
FDF40,20.25,Regular,Dairy,248.1092,Supermarket Type2
FDA32,14,Low Fat,Fruits and Vegetables,216.6192,Supermarket Type1
NCP02,7.105,Low Fat,Household,58.4562,Supermarket Type1
FDZ31,15.35,Regular,Fruits and Vegetables,193.7504,Supermarket Type1
NCQ29,12,Low Fat,Health and Hygiene,262.2278,Supermarket Type1
FDP57,17.5,Low Fat,Snack Foods,105.099,Grocery Store
FDL32,,Regular,Fruits and Vegetables,113.1544,Supermarket Type3
DRB01,7.39,Low Fat,Soft Drinks,191.753,Supermarket Type1
FDJ40,13.6,Regular,Frozen Foods,109.7912,Supermarket Type1
FDO24,11.1,Low Fat,Baking Goods,159.1604,Supermarket Type2
FDO11,8,Regular,Breads,247.8092,Supermarket Type2
FDA56,9.21,Low Fat,Fruits and Vegetables,120.2414,Supermarket Type1
FDF02,16.2,Low Fat,Canned,105.099,Supermarket Type1
FDA10,20.35,Low Fat,Snack Foods,122.5072,Supermarket Type1
NCI55,18.6,Low Fat,Household,121.8414,Supermarket Type1
FDZ40,8.935,Low Fat,Frozen Foods,53.3298,Grocery Store
FDV08,7.35,Low Fat,Fruits and Vegetables,41.7454,Supermarket Type1
FDN48,13.35,Low Fat,Baking Goods,90.0804,Supermarket Type1
FDU57,8.27,Regular,Snack Foods,150.3708,Supermarket Type1
DRF49,7.27,Low Fat,Soft Drinks,114.4518,Supermarket Type1
FDS02,10.195,Regular,Dairy,194.9794,Supermarket Type1
FDS43,11.65,Low Fat,Fruits and Vegetables,186.524,Supermarket Type1
FDT16,9.895,Regular,Frozen Foods,259.1278,Supermarket Type1
FDX19,,Low Fat,Fruits and Vegetables,233.7958,Supermarket Type3
FDK15,10.8,Low Fat,Meat,98.8042,Supermarket Type1
DRA12,11.6,LF,Soft Drinks,141.0154,Supermarket Type1
FDY35,17.6,Regular,Breads,45.2402,Supermarket Type1
NCU42,9,Low Fat,Household,169.3474,Supermarket Type1
FDD26,8.71,Regular,Canned,184.7924,Supermarket Type1
FDR11,10.5,Regular,Breads,160.8578,Supermarket Type2
NCP53,14.75,Low Fat,Health and Hygiene,239.1906,Supermarket Type1
FDP34,12.85,Low Fat,Snack Foods,156.863,Supermarket Type1
NCV41,,Low Fat,Health and Hygiene,109.7228,Grocery Store
FDN20,19.35,Low Fat,Fruits and Vegetables,167.0474,Supermarket Type2
FDZ16,16.85,Regular,Frozen Foods,193.2478,Supermarket Type2
FDZ28,20,Regular,Frozen Foods,126.9678,Supermarket Type1
NCL55,12.15,LF,Others,253.604,Supermarket Type1
NCJ17,7.68,LF,Health and Hygiene,85.1224,Supermarket Type1
FDT37,14.15,Low Fat,Canned,255.8014,Supermarket Type1
FDV51,16.35,Low Fat,Meat,167.7842,Supermarket Type1
FDZ28,20,Regular,Frozen Foods,128.8678,Supermarket Type1
FDN27,20.85,Low Fat,Meat,117.7808,Supermarket Type1
FDS14,,LF,Dairy,158.3288,Grocery Store
FDZ58,17.85,Low Fat,Snack Foods,122.5072,Supermarket Type1
FDD46,6.035,Low Fat,Snack Foods,155.3998,Supermarket Type1
FDJ03,12.35,Regular,Dairy,48.4692,Supermarket Type1
FDU03,18.7,Regular,Meat,180.4292,Grocery Store
FDA33,,Low Fat,Snack Foods,148.5076,Supermarket Type3
NCW53,18.35,Low Fat,Health and Hygiene,191.1162,Supermarket Type1
NCC55,10.695,Low Fat,Household,36.9848,Supermarket Type1
FDP52,,Regular,Frozen Foods,229.801,Grocery Store
FDE39,7.89,Low Fat,Dairy,120.4782,Supermarket Type1
FDB44,6.655,Low Fat,Fruits and Vegetables,210.4586,Supermarket Type1
FDG59,15.85,Low Fat,Starchy Foods,37.5164,Supermarket Type1
FDI05,8.35,Regular,Frozen Foods,74.2354,Supermarket Type1
FDF59,12.5,Low Fat,Starchy Foods,128.302,Supermarket Type1
FDM39,,Low Fat,Dairy,180.3002,Grocery Store
FDB14,20.25,Regular,Canned,91.212,Supermarket Type1
NCS05,,Low Fat,Health and Hygiene,134.3942,Grocery Store
DRJ35,10.1,Low Fat,Hard Drinks,61.9878,Supermarket Type1
FDO31,,Regular,Fruits and Vegetables,79.496,Grocery Store
FDA31,7.1,Low Fat,Fruits and Vegetables,173.608,Supermarket Type1
FDX40,12.85,Low Fat,Frozen Foods,38.4164,Supermarket Type1
FDW56,7.68,Low Fat,Fruits and Vegetables,191.9162,Supermarket Type1
FDH09,12.6,Low Fat,Seafood,51.3982,Supermarket Type2
FDA52,,Regular,Frozen Foods,176.437,Grocery Store
FDF20,,Low Fat,Fruits and Vegetables,197.8768,Grocery Store
FDE40,15.6,Regular,Dairy,61.3194,Supermarket Type1
NCU17,5.32,LF,Health and Hygiene,100.1674,Supermarket Type1
NCP14,8.275,LF,Household,106.3306,Supermarket Type1
FDN25,,Regular,Breakfast,56.1588,Supermarket Type3
FDU39,18.85,Low Fat,Meat,59.2562,Supermarket Type1
NCM05,6.825,Low Fat,Health and Hygiene,264.9226,Supermarket Type1
FDU07,11.1,Low Fat,Fruits and Vegetables,149.6366,Supermarket Type1
FDF28,15.7,Regular,Frozen Foods,126.2046,Supermarket Type1
FDR57,5.675,Regular,Snack Foods,158.7288,Supermarket Type1
FDJ33,8.895,reg,Snack Foods,123.273,Supermarket Type1
DRH23,14.65,Low Fat,Hard Drinks,55.6614,Supermarket Type1
FDQ52,17,Low Fat,Frozen Foods,249.1434,Supermarket Type1
DRK13,11.8,LF,Soft Drinks,197.4084,Supermarket Type1
FDP09,19.75,Low Fat,Snack Foods,211.8902,Supermarket Type1
FDR08,,Low Fat,Fruits and Vegetables,109.4886,Supermarket Type3
FDV50,14.3,Low Fat,Dairy,122.473,Supermarket Type1
FDT13,14.85,Low Fat,Canned,189.8214,Supermarket Type1
FDJ27,,Regular,Meat,100.8674,Supermarket Type3
FDH21,10.395,Low Fat,Seafood,156.9604,Supermarket Type1
FDW14,,Regular,Dairy,87.8198,Supermarket Type3
FDL52,6.635,Regular,Frozen Foods,39.4506,Supermarket Type1
FDW28,18.25,Low Fat,Frozen Foods,196.7452,Supermarket Type1
FDL40,17.7,Low Fat,Frozen Foods,97.241,Supermarket Type1
FDE24,14.85,Low Fat,Baking Goods,141.9812,Supermarket Type1
FDX35,5.035,Regular,Breads,227.9036,Supermarket Type1
FDP46,15.35,LF,Snack Foods,88.383,Supermarket Type1
FDX56,17.1,Regular,Fruits and Vegetables,206.3638,Supermarket Type1
FDQ45,9.5,Regular,Snack Foods,185.3608,Supermarket Type1
FDK50,,Low Fat,Canned,161.0894,Supermarket Type3
FDY26,20.6,Regular,Dairy,211.2244,Supermarket Type1
FDQ09,7.235,Low Fat,Snack Foods,114.2834,Supermarket Type1
FDN39,19.35,reg,Meat,168.8816,Supermarket Type1
FDP13,8.1,Regular,Canned,40.848,Supermarket Type1
FDR51,9.035,Regular,Meat,149.9708,Supermarket Type1
FDZ49,11,Regular,Canned,218.9798,Grocery Store
FDL28,10,Regular,Frozen Foods,230.1668,Supermarket Type2
FDZ10,17.85,Low Fat,Snack Foods,125.602,Supermarket Type1
FDK38,6.65,Low Fat,Canned,148.0734,Supermarket Type1
DRL49,,Low Fat,Soft Drinks,143.0812,Supermarket Type3
FDR15,9.3,Regular,Meat,153.3314,Supermarket Type1
FDQ24,15.7,Low Fat,Baking Goods,251.7724,Supermarket Type1
FDD56,15.2,Regular,Fruits and Vegetables,176.7054,Supermarket Type1
NCR42,9.105,Low Fat,Household,32.59,Supermarket Type1
FDH52,9.42,Regular,Frozen Foods,63.3194,Supermarket Type1
FDH57,,Low Fat,Fruits and Vegetables,130.5284,Grocery Store
FDR15,9.3,reg,Meat,156.7314,Grocery Store
FDJ34,11.8,Regular,Snack Foods,125.2704,Supermarket Type1
FDW37,19.2,Low Fat,Canned,92.4488,Supermarket Type1
FDQ23,6.55,Low Fat,Breads,101.3332,Supermarket Type2
FDP34,12.85,Low Fat,Snack Foods,158.263,Supermarket Type1
FDE04,,Regular,Frozen Foods,180.966,Supermarket Type3
FDC48,9.195,Low Fat,Baking Goods,80.7592,Supermarket Type1
FDA47,,Regular,Baking Goods,162.221,Grocery Store
FDI35,14,Low Fat,Starchy Foods,179.9634,Supermarket Type2
NCV05,10.1,Low Fat,Health and Hygiene,156.1656,Supermarket Type1
FDR28,13.85,Regular,Frozen Foods,161.921,Supermarket Type1
FDH31,12,Regular,Meat,98.4042,Supermarket Type1
FDP59,,Regular,Breads,104.0648,Grocery Store
FDS19,13.8,Regular,Fruits and Vegetables,76.5012,Supermarket Type2
FDM60,10.8,Regular,Baking Goods,41.0138,Supermarket Type1
FDJ44,12.3,Regular,Fruits and Vegetables,173.2396,Supermarket Type2
DRH51,17.6,Low Fat,Dairy,86.6856,Supermarket Type1
DRC25,5.73,Low Fat,Soft Drinks,85.1882,Supermarket Type1
DRE25,15.35,Low Fat,Soft Drinks,93.312,Supermarket Type1
NCX05,15.2,Low Fat,Health and Hygiene,114.9492,Supermarket Type1
FDR11,10.5,Regular,Breads,158.4578,Supermarket Type1
DRP47,15.75,Low Fat,Hard Drinks,250.7382,Supermarket Type1
DRC49,,Low Fat,Soft Drinks,143.6128,Grocery Store
FDQ47,,Regular,Breads,36.4874,Supermarket Type3
FDL20,17.1,Low Fat,Fruits and Vegetables,111.3886,Supermarket Type1
FDM34,19,Low Fat,Snack Foods,130.9626,Supermarket Type1
NCN55,14.6,Low Fat,Others,239.4538,Supermarket Type1
FDD41,6.765,Regular,Frozen Foods,104.4306,Supermarket Type1
FDE52,10.395,Regular,Dairy,90.1514,Supermarket Type1
NCT18,,Low Fat,Household,179.1976,Grocery Store
FDJ32,10.695,Low Fat,Fruits and Vegetables,59.6536,Supermarket Type2
FDE16,8.895,Low Fat,Frozen Foods,210.1954,Supermarket Type1
FDZ09,17.6,Low Fat,Snack Foods,163.0868,Supermarket Type1
DRZ11,8.85,Regular,Soft Drinks,123.5388,Supermarket Type1
FDK41,14.3,Low Fat,Frozen Foods,86.5224,Supermarket Type1
FDE56,17.25,Regular,Fruits and Vegetables,61.3194,Supermarket Type1
FDH34,8.63,Low Fat,Snack Foods,186.0582,Supermarket Type1
DRI49,14.15,Low Fat,Soft Drinks,80.9276,Supermarket Type1
DRI59,9.5,Low Fat,Hard Drinks,224.7088,Supermarket Type1
DRC36,13,Regular,Soft Drinks,173.8054,Supermarket Type1
FDS15,,Regular,Meat,105.8596,Grocery Store
FDI07,12.35,Regular,Meat,196.0426,Supermarket Type2
FDZ15,13.1,Low Fat,Dairy,118.6782,Supermarket Type2
NCX41,,Low Fat,Health and Hygiene,211.3244,Supermarket Type3
NCO29,,Low Fat,Health and Hygiene,166.2526,Grocery Store
FDF57,14.5,Regular,Fruits and Vegetables,168.4448,Supermarket Type1
FDI33,16.5,Low Fat,Snack Foods,90.9146,Supermarket Type1
DRJ47,18.25,Low Fat,Hard Drinks,172.008,Supermarket Type1
FDB34,15.25,LF,Snack Foods,86.3198,Supermarket Type1
FDY22,,Regular,Snack Foods,143.3128,Supermarket Type3
DRL11,10.5,Low Fat,Hard Drinks,158.3946,Supermarket Type1
FDY46,18.6,Low Fat,Snack Foods,188.7898,Supermarket Type1
FDG17,6.865,Regular,Frozen Foods,243.1486,Supermarket Type1
FDE52,10.395,Regular,Dairy,88.5514,Supermarket Type2
DRP47,,Low Fat,Hard Drinks,251.5382,Supermarket Type3
FDO01,21.1,Regular,Breakfast,127.7994,Grocery Store
FDL09,19.6,Regular,Snack Foods,169.6816,Supermarket Type1
FDR57,5.675,Regular,Snack Foods,157.7288,Supermarket Type1
DRD37,9.8,Low Fat,Soft Drinks,48.006,Supermarket Type1
FDQ36,,Regular,Baking Goods,39.0848,Supermarket Type3
FDL33,7.235,Low Fat,Snack Foods,196.7452,Supermarket Type1
FDL48,19.35,Regular,Baking Goods,49.7034,Supermarket Type1
FDL28,10,Regular,Frozen Foods,230.9668,Supermarket Type1
NCN29,15.2,Low Fat,Health and Hygiene,47.5034,Supermarket Type1
FDO13,7.865,Low Fat,Breakfast,165.9526,Supermarket Type1
FDB38,19.5,Regular,Canned,161.792,Supermarket Type1
FDI36,12.5,Regular,Baking Goods,196.3426,Supermarket Type1
FDI58,7.64,Regular,Snack Foods,91.412,Supermarket Type1
FDH22,6.405,Low Fat,Snack Foods,128.9678,Supermarket Type2
FDQ27,5.19,Regular,Meat,104.999,Supermarket Type1
FDT33,7.81,Regular,Snack Foods,166.1158,Supermarket Type1
FDC56,7.72,Low Fat,Fruits and Vegetables,119.144,Supermarket Type1
FDF14,7.55,low fat,Canned,154.834,Supermarket Type1
FDQ39,14.8,Low Fat,Meat,192.2846,Supermarket Type1
NCM43,14.5,Low Fat,Others,164.621,Supermarket Type1
FDS46,17.6,Regular,Snack Foods,120.0782,Supermarket Type1
FDI22,12.6,Low Fat,Snack Foods,207.4612,Supermarket Type1
NCE43,12.5,Low Fat,Household,170.4448,Supermarket Type1
FDZ36,6.035,Regular,Baking Goods,186.124,Grocery Store
FDR13,,Regular,Canned,115.8492,Grocery Store
FDP46,15.35,Low Fat,Snack Foods,89.383,Supermarket Type2
FDW56,,Low Fat,Fruits and Vegetables,191.8162,Grocery Store
FDB40,17.5,Regular,Dairy,145.5102,Supermarket Type1
FDM28,15.7,Low Fat,Frozen Foods,178.866,Supermarket Type2
FDV49,10,Low Fat,Canned,264.6226,Supermarket Type1
NCS53,14.5,Low Fat,Health and Hygiene,156.8604,Supermarket Type2
FDO03,10.395,Regular,Meat,228.8352,Supermarket Type1
FDT15,12.15,Regular,Meat,183.595,Supermarket Type1
FDD33,12.85,Low Fat,Fruits and Vegetables,230.6642,Supermarket Type1
FDX13,7.725,Low Fat,Canned,250.9092,Supermarket Type1
FDH60,19.7,Regular,Baking Goods,197.311,Supermarket Type1
DRH51,17.6,Low Fat,Dairy,86.1856,Supermarket Type1
NCL07,13.85,Low Fat,Others,41.948,Supermarket Type1
FDW51,6.155,Regular,Meat,213.856,Supermarket Type1
FDF21,,Regular,Fruits and Vegetables,187.953,Grocery Store
FDH26,,Regular,Canned,140.1496,Grocery Store
FDJ03,12.35,Regular,Dairy,50.2692,Supermarket Type1
FDU35,6.44,Low Fat,Breads,97.97,Supermarket Type1
DRL01,19.5,Regular,Soft Drinks,231.8958,Supermarket Type2
FDE59,12.15,Low Fat,Starchy Foods,36.7532,Supermarket Type1
FDI60,7.22,Regular,Baking Goods,63.951,Supermarket Type1
DRH39,20.7,LF,Dairy,77.267,Supermarket Type1
FDK36,7.09,Low Fat,Baking Goods,49.3034,Supermarket Type1
